Specie,Enzyme,EC number,Target sugar,Description,Status,Source ID (NCBI)
Nostoc sp.,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Nostoc sp.],🟢 Confirmed,WP_334769869.1
Nostoc sp.,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Nostoc sp.],🟢 Confirmed,WP_334765068.1
Nostoc sp.,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Nostoc sp.],🟢 Confirmed,WP_334759417.1
Nostoc sp.,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Nostoc sp.],🟢 Confirmed,WP_334746772.1
Nostoc sp.,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Nostoc sp.],🟢 Confirmed,WP_334738060.1
Nostoc sp.,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Nostoc sp.],🟢 Confirmed,WP_334734043.1
Nostoc sp.,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Nostoc sp.],🟢 Confirmed,WP_334728302.1
Nostoc sp.,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Nostoc sp.],🟢 Confirmed,WP_334725680.1
Nostoc sp.,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Nostoc sp.],🟢 Confirmed,WP_334717360.1
Nostoc sp.,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Nostoc sp.],🟢 Confirmed,WP_334715255.1
Nostoc sp.,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Nostoc sp.],🟢 Confirmed,WP_334707217.1
Nostoc sp.,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Nostoc sp.],🟢 Confirmed,WP_334705018.1
Nostoc sp.,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Nostoc sp.],🟢 Confirmed,WP_334699657.1
Nostoc sp.,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Nostoc sp.],🟢 Confirmed,WP_334692645.1
Allocoleopsis sp.,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Allocoleopsis sp.],🟢 Confirmed,WP_333476366.1
Microcoleus sp. herbarium12,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Microcoleus sp. herbarium12],🟢 Confirmed,WP_333466845.1
Microcoleus sp. herbarium8,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Microcoleus sp. herbarium8],🟢 Confirmed,WP_333420433.1
Microcoleus sp. herbarium14,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Microcoleus sp. herbarium14],🟢 Confirmed,WP_333354781.1
unclassified Microcoleus,beta-amylase,3.2.1.2,starch,MULTISPECIES: alpha-amylase family glycosyl hydrolase [unclassified Microcoleus],🟢 Confirmed,WP_333277550.1
unclassified Microcoleus,beta-amylase,3.2.1.2,starch,MULTISPECIES: alpha-amylase family glycosyl hydrolase [unclassified Microcoleus],🟢 Confirmed,WP_333270037.1
unclassified Microcoleus,beta-amylase,3.2.1.2,starch,MULTISPECIES: alpha-amylase family glycosyl hydrolase [unclassified Microcoleus],🟢 Confirmed,WP_333114819.1
unclassified Microcoleus,beta-amylase,3.2.1.2,starch,MULTISPECIES: alpha-amylase family glycosyl hydrolase [unclassified Microcoleus],🟢 Confirmed,WP_333088868.1
Microcoleus sp. A006_D1,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Microcoleus sp. A006_D1],🟢 Confirmed,WP_332997065.1
Microcoleus sp. A003_D6,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Microcoleus sp. A003_D6],🟢 Confirmed,WP_332985137.1
unclassified Microcoleus,beta-amylase,3.2.1.2,starch,MULTISPECIES: alpha-amylase family glycosyl hydrolase [unclassified Microcoleus],🟢 Confirmed,WP_332970379.1
unclassified Microcoleus,beta-amylase,3.2.1.2,starch,MULTISPECIES: alpha-amylase family glycosyl hydrolase [unclassified Microcoleus],🟢 Confirmed,WP_332945815.1
Okeania sp.,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Okeania sp.],🟢 Confirmed,WP_324238360.1
Anabaena cylindrica,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Anabaena cylindrica],🟢 Confirmed,WP_323313943.1
Crocosphaera sp. XPORK-15E,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Crocosphaera sp. XPORK-15E],🟢 Confirmed,WP_323293622.1
Limnoraphis robusta,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Limnoraphis robusta],🟢 Confirmed,WP_323276340.1
Anabaena sp. UHCC 0399,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Anabaena sp. UHCC 0399],🟢 Confirmed,WP_323265879.1
Rivularia sp. UHCC 0363,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Rivularia sp. UHCC 0363],🟢 Confirmed,WP_323237883.1
Nostoc sp. UHCC 0252,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Nostoc sp. UHCC 0252],🟢 Confirmed,WP_323232709.1
Limnoraphis robusta,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Limnoraphis robusta],🟢 Confirmed,WP_323219518.1
Nostoc sp. UHCC 0251,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Nostoc sp. UHCC 0251],🟢 Confirmed,WP_323202642.1
Nostoc sp. DedQUE12b,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Nostoc sp. DedQUE12b],🟢 Confirmed,WP_322738839.1
Nostoc sp. ChiQUE01b,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Nostoc sp. ChiQUE01b],🟢 Confirmed,WP_322731436.1
Nostoc sp. ChiQUE02,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Nostoc sp. ChiQUE02],🟢 Confirmed,WP_322718165.1
Nostoc sp. ChiSLP03a,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Nostoc sp. ChiSLP03a],🟢 Confirmed,WP_322709027.1
Nostoc sp. DedQUE04,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Nostoc sp. DedQUE04],🟢 Confirmed,WP_322705542.1
Nostoc sp. DedSLP03,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Nostoc sp. DedSLP03],🟢 Confirmed,WP_322693632.1
unclassified Nostoc,beta-amylase,3.2.1.2,starch,MULTISPECIES: alpha-amylase family glycosyl hydrolase [unclassified Nostoc],🟢 Confirmed,WP_322690420.1
Nostoc sp. DedQUE07,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Nostoc sp. DedQUE07],🟢 Confirmed,WP_322682939.1
unclassified Nostoc,beta-amylase,3.2.1.2,starch,MULTISPECIES: alpha-amylase family glycosyl hydrolase [unclassified Nostoc],🟢 Confirmed,WP_322677943.1
Nostoc sp. DedQUE05,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Nostoc sp. DedQUE05],🟢 Confirmed,WP_322674244.1
Nostoc sp. DedQUE09,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Nostoc sp. DedQUE09],🟢 Confirmed,WP_322665559.1
Nostoc sp. CmiVER01,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Nostoc sp. CmiVER01],🟢 Confirmed,WP_322655629.1
Nostoc sp. ChiVER01,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Nostoc sp. ChiVER01],🟢 Confirmed,WP_322651151.1
unclassified Nostoc,beta-amylase,3.2.1.2,starch,MULTISPECIES: alpha-amylase family glycosyl hydrolase [unclassified Nostoc],🟢 Confirmed,WP_322642255.1
Roseofilum sp. Belize Diploria,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Roseofilum sp. Belize Diploria],🟢 Confirmed,WP_318732380.1
Roseofilum sp. Guam,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Roseofilum sp. Guam],🟢 Confirmed,WP_318727309.1
unclassified Roseofilum,beta-amylase,3.2.1.2,starch,MULTISPECIES: alpha-amylase family glycosyl hydrolase [unclassified Roseofilum],🟢 Confirmed,WP_318700667.1
Chroococcidiopsis sp. SAG 2025,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Chroococcidiopsis sp. SAG 2025],🟢 Confirmed,WP_317107011.1
Fischerella sp. JS2,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Fischerella sp. JS2],🟢 Confirmed,WP_315789975.1
Geminocystis sp. GBBB08,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Geminocystis sp. GBBB08],🟢 Confirmed,WP_308255796.1
Mastigocoleus sp. MO_188.B34,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Mastigocoleus sp. MO_188.B34],🟢 Confirmed,WP_300637625.1
unclassified Nostoc,beta-amylase,3.2.1.2,starch,MULTISPECIES: alpha-amylase family glycosyl hydrolase [unclassified Nostoc],🟢 Confirmed,WP_300423508.1
uncultured Nostoc sp.,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [uncultured Nostoc sp.],🟢 Confirmed,WP_298906004.1
Vulcanococcus sp.,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Vulcanococcus sp.],🟢 Confirmed,WP_296451330.1
Vulcanococcus sp.,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Vulcanococcus sp.],🟢 Confirmed,WP_296446724.1
unclassified Microcoleus,beta-amylase,3.2.1.2,starch,MULTISPECIES: alpha-amylase family glycosyl hydrolase [unclassified Microcoleus],🟢 Confirmed,WP_293353326.1
Microcoleus sp. CAWBG58,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Microcoleus sp. CAWBG58],🟢 Confirmed,WP_293334556.1
unclassified Microcoleus,beta-amylase,3.2.1.2,starch,MULTISPECIES: alpha-amylase family glycosyl hydrolase [unclassified Microcoleus],🟢 Confirmed,WP_293295986.1
Microcoleus sp. PH2017_18_LLB_O_A,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Microcoleus sp. PH2017_18_LLB_O_A],🟢 Confirmed,WP_293274559.1
unclassified Microcoleus,beta-amylase,3.2.1.2,starch,MULTISPECIES: alpha-amylase family glycosyl hydrolase [unclassified Microcoleus],🟢 Confirmed,WP_293256962.1
unclassified Microcoleus,beta-amylase,3.2.1.2,starch,MULTISPECIES: alpha-amylase family glycosyl hydrolase [unclassified Microcoleus],🟢 Confirmed,WP_293242021.1
Microcoleus sp. PH2017_16_JOR_D_A,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Microcoleus sp. PH2017_16_JOR_D_A],🟢 Confirmed,WP_293224176.1
unclassified Microcoleus,beta-amylase,3.2.1.2,starch,MULTISPECIES: alpha-amylase family glycosyl hydrolase [unclassified Microcoleus],🟢 Confirmed,WP_293176564.1
Okeania sp. SIO2C9,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Okeania sp. SIO2C9],🟢 Confirmed,WP_293162120.1
unclassified Microcoleus,beta-amylase,3.2.1.2,starch,MULTISPECIES: alpha-amylase family glycosyl hydrolase [unclassified Microcoleus],🟢 Confirmed,WP_293145903.1
Okeania sp. SIO3I5,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Okeania sp. SIO3I5],🟢 Confirmed,WP_293137841.1
Microcoleus sp. bin38.metabat.b11b12b14.051,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Microcoleus sp. bin38.metabat.b11b12b14.051],🟢 Confirmed,WP_293127899.1
Okeania sp. SIO1I7,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Okeania sp. SIO1I7],🟢 Confirmed,WP_293114555.1
Okeania sp. SIO3B5,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Okeania sp. SIO3B5],🟢 Confirmed,WP_293089662.1
Okeania sp. SIO2B3,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Okeania sp. SIO2B3],🟢 Confirmed,WP_293058843.1
Nostoc sp. LPT,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Nostoc sp. LPT],🟢 Confirmed,WP_292863404.1
Nostoc sp. NMS8,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Nostoc sp. NMS8],🟢 Confirmed,WP_292853924.1
Nostoc sp. JL33,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Nostoc sp. JL33],🟢 Confirmed,WP_292835230.1
unclassified Nostoc,beta-amylase,3.2.1.2,starch,MULTISPECIES: alpha-amylase family glycosyl hydrolase [unclassified Nostoc],🟢 Confirmed,WP_292810947.1
Nostoc sp. NMS7,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Nostoc sp. NMS7],🟢 Confirmed,WP_292799023.1
unclassified Nostoc,beta-amylase,3.2.1.2,starch,MULTISPECIES: alpha-amylase family glycosyl hydrolase [unclassified Nostoc],🟢 Confirmed,WP_292775048.1
Nostoc sp. NOS(2021),beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Nostoc sp. NOS(2021)],🟢 Confirmed,WP_292766547.1
Nostoc sp. NMS4,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Nostoc sp. NMS4],🟢 Confirmed,WP_292745041.1
Nostoc sp. JL31,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Nostoc sp. JL31],🟢 Confirmed,WP_292740668.1
unclassified Nostoc,beta-amylase,3.2.1.2,starch,MULTISPECIES: alpha-amylase family glycosyl hydrolase [unclassified Nostoc],🟢 Confirmed,WP_292724537.1
unclassified Nostoc,beta-amylase,3.2.1.2,starch,MULTISPECIES: alpha-amylase family glycosyl hydrolase [unclassified Nostoc],🟢 Confirmed,WP_292702571.1
Fischerella sp.,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Fischerella sp.],🟢 Confirmed,WP_290878822.1
unclassified Nostoc,beta-amylase,3.2.1.2,starch,MULTISPECIES: alpha-amylase family glycosyl hydrolase [unclassified Nostoc],🟢 Confirmed,WP_289798868.1
Chlorogloeopsis sp. ULAP01,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Chlorogloeopsis sp. ULAP01],🟢 Confirmed,WP_289793699.1
Microcystis sp. M045S2,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Microcystis sp. M045S2],🟢 Confirmed,WP_287737295.1
Okeania sp. SIO2C2,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Okeania sp. SIO2C2],🟢 Confirmed,WP_287522016.1
unclassified Okeania,beta-amylase,3.2.1.2,starch,MULTISPECIES: alpha-amylase family glycosyl hydrolase [unclassified Okeania],🟢 Confirmed,WP_287276424.1
unclassified Okeania,beta-amylase,3.2.1.2,starch,MULTISPECIES: alpha-amylase family glycosyl hydrolase [unclassified Okeania],🟢 Confirmed,WP_287243740.1
Roseofilum capinflatum,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Roseofilum capinflatum],🟢 Confirmed,WP_283767428.1
Roseofilum halophilum,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Roseofilum halophilum],🟢 Confirmed,WP_283764793.1
Roseofilum acuticapitatum,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Roseofilum acuticapitatum],🟢 Confirmed,WP_283752169.1
Halotia branconii,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Halotia branconii],🟢 Confirmed,WP_281484262.1
Chlorogloeopsis fritschii,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Chlorogloeopsis fritschii],🟢 Confirmed,WP_277127698.1
Kamptonema sp. UHCC 0994,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Kamptonema sp. UHCC 0994],🟢 Confirmed,WP_275523513.1
unclassified Nostoc,beta-amylase,3.2.1.2,starch,MULTISPECIES: alpha-amylase family glycosyl hydrolase [unclassified Nostoc],🟢 Confirmed,WP_273768693.1
Kamptonema animale,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Kamptonema animale],🟢 Confirmed,WP_272033459.1
Roseofilum reptotaenium,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Roseofilum reptotaenium],🟢 Confirmed,WP_271937552.1
Thermocoleostomius sinensis,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Thermocoleostomius sinensis],🟢 Confirmed,WP_268612724.1
Trichothermofontia sichuanensis,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Trichothermofontia sichuanensis],🟢 Confirmed,WP_265900310.1
Nostoc sp. KVJ3,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Nostoc sp. KVJ3],🟢 Confirmed,WP_265274380.1
Lyngbya sp. CCAP 1446/10,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Lyngbya sp. CCAP 1446/10],🟢 Confirmed,WP_265237493.1
Laspinema olomoucense,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Laspinema olomoucense],🟢 Confirmed,WP_261248595.1
Laspinema olomoucense,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Laspinema olomoucense],🟢 Confirmed,WP_261235959.1
Ancylothrix sp. D3o,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Ancylothrix sp. D3o],🟢 Confirmed,WP_261222668.1
Laspinema sp. D2d,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Laspinema sp. D2d],🟢 Confirmed,WP_261208175.1
Laspinema olomoucense,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Laspinema olomoucense],🟢 Confirmed,WP_261197717.1
Synechococcus sp. A18-25c,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Synechococcus sp. A18-25c],🟢 Confirmed,WP_255478398.1
Synechococcus sp. Cruz CV12-2-Slac-r,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Synechococcus sp. Cruz CV12-2-Slac-r],🟢 Confirmed,WP_255132002.1
unclassified Synechococcus,beta-amylase,3.2.1.2,starch,MULTISPECIES: alpha-amylase family glycosyl hydrolase [unclassified Synechococcus],🟢 Confirmed,WP_255088002.1
Cyanobium sp. HWJ4-Hawea,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Cyanobium sp. HWJ4-Hawea],🟢 Confirmed,WP_255003227.1
Cyanobium sp. N5-Cardenillas,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Cyanobium sp. N5-Cardenillas],🟢 Confirmed,WP_254991671.1
Cyanobium sp. CH-040,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Cyanobium sp. CH-040],🟢 Confirmed,WP_254968910.1
unclassified Cyanobium,beta-amylase,3.2.1.2,starch,MULTISPECIES: alpha-amylase family glycosyl hydrolase [unclassified Cyanobium],🟢 Confirmed,WP_254964477.1
unclassified Cyanobium,beta-amylase,3.2.1.2,starch,MULTISPECIES: alpha-amylase family glycosyl hydrolase [unclassified Cyanobium],🟢 Confirmed,WP_254957771.1
Cyanobium sp. WAJ14-Wanaka,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Cyanobium sp. WAJ14-Wanaka],🟢 Confirmed,WP_254934706.1
Oscillatoria sp. HE19RPO,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Oscillatoria sp. HE19RPO],🟢 Confirmed,WP_254567636.1
Planktothrix pseudagardhii,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Planktothrix pseudagardhii],🟢 Confirmed,WP_254174575.1
Limnofasciculus baicalensis,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Limnofasciculus baicalensis],🟢 Confirmed,WP_254014423.1
Nostoc commune,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Nostoc commune],🟢 Confirmed,WP_251955969.1
Argonema galeatum,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Argonema galeatum],🟢 Confirmed,WP_249093978.1
Argonema antarcticum,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Argonema antarcticum],🟢 Confirmed,WP_249067963.1
Thermostichus vulcanus,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Thermostichus vulcanus],🟢 Confirmed,WP_244350057.1
Synechococcus sp. UW179B,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Synechococcus sp. UW179B],🟢 Confirmed,WP_244279077.1
Phormidium pseudopriestleyi,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Phormidium pseudopriestleyi],🟢 Confirmed,WP_242541459.1
Nostoc sp. CMAA1605,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Nostoc sp. CMAA1605],🟢 Confirmed,WP_236143669.1
Synechococcus sp. Nb3U1,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Synechococcus sp. Nb3U1],🟢 Confirmed,WP_235278094.1
Gloeobacter morelensis,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Gloeobacter morelensis],🟢 Confirmed,WP_230843137.1
Nostoc sp. XA010,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Nostoc sp. XA010],🟢 Confirmed,WP_229556880.1
Nostoc sp. CHAB 5836,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Nostoc sp. CHAB 5836],🟢 Confirmed,WP_229549983.1
Nostoc mirabile,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Nostoc mirabile],🟢 Confirmed,WP_229496765.1
Nostoc favosum,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Nostoc favosum],🟢 Confirmed,WP_229489094.1
Oscillatoria salina,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Oscillatoria salina],🟢 Confirmed,WP_224411946.1
Kovacikia minuta,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Kovacikia minuta],🟢 Confirmed,WP_224344536.1
Nostoc sp. MS1,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Nostoc sp. MS1],🟢 Confirmed,WP_224085423.1
Atlanticothrix silvestris,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Atlanticothrix silvestris],🟢 Confirmed,WP_214441070.1
Dendronalium phyllosphericum,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Dendronalium phyllosphericum],🟢 Confirmed,WP_214431103.1
Aetokthonos hydrillicola,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Aetokthonos hydrillicola],🟢 Confirmed,WP_208339403.1
Chroococcus sp. FPU101,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Chroococcus sp. FPU101],🟢 Confirmed,WP_206817034.1
Amazonocrinis nigriterrae,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Amazonocrinis nigriterrae],🟢 Confirmed,WP_198125476.1
Nostoc commune,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Nostoc commune],🟢 Confirmed,WP_196528300.1
Nostoc sp. WHI,beta-amylase,3.2.1.2,starch,alpha-amylase family glycosyl hydrolase [Nostoc sp. WHI],🟢 Confirmed,WP_196519052.1
